timestamp,tweet_id,source,text,retweet_count,favorite_count,dog_stage,name,rating_numerator,rating_denominator,image_folder,image_name,image_number,first_prediction_prediction,first_prediction_confidence,first_prediction_is_a_dog,second_prediction_prediction,second_prediction_confidence,second_prediction_is_a_dog,third_prediction_prediction,third_prediction_confidence,third_prediction_is_a_dog
2016-09-27 19:54:58+00:00,780858289093574656,Twitter for iPhone,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",2063,7385,floofer,dash,10,10,media,CtYqeNHWgAATqYZ,1,Chesapeake Bay retriever,0.488555,True,Sussex spaniel,0.27165500000000004,True,kelpie,0.106913,True
2016-09-27 16:06:28+00:00,780800785462489090,Twitter for iPhone,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,1340,5637,floofer,koda,11,10,media,CtX2Kr9XYAAuxrM,2,Siberian husky,0.951963,True,Eskimo dog,0.0353461,True,Pembroke,0.00886194,True
2016-09-27 02:53:48+00:00,780601303617732608,Twitter for iPhone,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,3443,12442,floofer,hercules,12,10,media,CtVAvX-WIAAcGTf,1,Saint Bernard,0.995143,True,Cardigan,0.00304359,True,English springer,0.00104955,True
2016-09-26 23:04:13+00:00,780543529827336192,Twitter for iPhone,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,1787,6489,floofer,perturbed super floof,12,10,media,CtUMLzRXgAAbZK5,1,golden retriever,0.628312,True,Labrador retriever,0.317365,True,Tibetan mastiff,0.0122601,True
2016-09-26 17:29:48+00:00,780459368902959104,Twitter for iPhone,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",1109,5437,floofer,bear,11,10,media,CtS_p9kXEAE2nh8,1,Great Dane,0.382491,True,German shepherd,0.312026,True,bull mastiff,0.0332719,True
2016-09-25 23:47:39+00:00,780192070812196864,Twitter for iPhone,We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,2310,8942,floofer,-,11,10,media,CtPMhwvXYAIt6NG,1,vizsla,0.144012,True,mongoose,0.09147360000000003,False,hatchet,0.0735447,False
2016-09-25 00:06:08+00:00,779834332596887552,Twitter for iPhone,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,7263,19446,floofer,scout,11,10,media,CtKHLuCWYAA2TTs,1,golden retriever,0.99383,True,cocker spaniel,0.00314271,True,Great Pyrenees,0.000917414,True
2016-09-23 17:50:56+00:00,779377524342161408,Twitter for iPhone,Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,3193,9053,pupper,-,12,10,ext_tw_video_thumb,779377444025499652,1,sundial,0.17092100000000002,False,cash machine,0.0603586,False,maze,0.0549814,False
2016-09-22 20:33:42+00:00,779056095788752897,Twitter for iPhone,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,4655,15181,floofer,-,13,10,media,Cs_DYr1XEAA54Pu,1,Chihuahua,0.721188,True,toy terrier,0.112943,True,kelpie,0.0533645,True
2016-09-22 16:13:51+00:00,778990705243029504,Twitter for iPhone,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,7439,20526,floofer,jay,11,10,media,Cs-H5uhWcAAiNY9,2,cocker spaniel,0.7153510000000001,True,Labrador retriever,0.207056,True,Chihuahua,0.0285194,True
2016-09-22 00:13:04+00:00,778748913645780993,Twitter for iPhone,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",1349,7077,floofer,"mya (pronounced ""mmmyah?"")",11,10,media,Cs6r_-kVIAALh1p,1,Staffordshire bullterrier,0.351434,True,boxer,0.201478,True,American Staffordshire terrier,0.14283800000000002,True
2016-09-21 17:42:10+00:00,778650543019483137,Twitter for iPhone,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",1556,5922,floofer,strider,10,10,media,Cs5ShihWEAAH2ti,1,German shepherd,0.515699,True,malinois,0.300292,True,kelpie,0.08702230000000001,True
2016-09-21 16:00:17+00:00,778624900596654080,Twitter for iPhone,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,1040,4757,floofer,penny,11,10,media,Cs47N3eWcAEmgiW,2,Airedale,0.786089,True,Irish terrier,0.121488,True,Lakeland terrier,0.0146031,True
2016-09-21 01:39:11+00:00,778408200802557953,Twitter for iPhone,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,4463,13993,floofer,-,14,10,media,Cs12ICuWAAECNRy,3,Pembroke,0.8483620000000001,True,Cardigan,0.108124,True,beagle,0.0119417,True
2016-09-21 00:00:35+00:00,778383385161035776,Twitter for iPhone,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,1133,6002,floofer,nala,13,10,media,Cs1fjyqWIAE2jop,1,collie,0.345266,True,borzoi,0.312823,True,Border collie,0.213011,True
2016-09-20 17:36:50+00:00,778286810187399168,Twitter for iPhone,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,3390,10680,floofer,stanley,11,10,media,Cs0HuUTWcAUpSE8,1,Boston bull,0.32207,True,pug,0.229903,True,muzzle,0.10142,False
2016-09-20 01:12:28+00:00,778039087836069888,Twitter for iPhone,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,2719,8713,pupper,-,12,10,media,CswmaHmWAAAbdY9,2,German shepherd,0.717776,True,malinois,0.111175,True,Norwegian elkhound,0.0588024,True
2016-09-20 00:24:34+00:00,778027034220126208,Twitter for iPhone,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,1661,6718,pupper,sophie,27,10,media,Cswbc2yWcAAVsCJ,1,clumber,0.946718,True,cocker spaniel,0.0159499,True,Lhasa,0.00651911,True
2016-09-19 01:42:24+00:00,777684233540206592,Twitter for iPhone,"""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",3012,11522,floofer,-,11,10,media,CsrjryzWgAAZY00,1,cocker spaniel,0.253442,True,golden retriever,0.16285,True,otterhound,0.110921,True
2016-09-18 21:33:11+00:00,777621514455814149,Twitter for iPhone,This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,2563,8992,floofer,derek,12,10,media,Csqqoo5WEAAMTVW,1,chow,0.999823,True,Norwich terrier,5.6448500000000014e-05,True,Pomeranian,2.76806e-05,True
2016-09-17 16:57:35+00:00,777189768882946048,Twitter for iPhone,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,4411,14648,floofer,jeffrey,12,10,media,Cskh9nRWYAAUxBP,2,Chihuahua,0.988412,True,Mexican hairless,0.00417722,True,hog,0.00150658,False
2016-09-16 16:00:31+00:00,776813020089548800,Twitter for iPhone,Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,1246,4998,floofer,solomon,12,10,media,CsfLUDbXEAAu0VF,1,toy poodle,0.51661,True,miniature poodle,0.255033,True,standard poodle,0.168989,True
2016-09-15 17:48:25+00:00,776477788987613185,Twitter for iPhone,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,2855,9061,pupper,huck,11,10,media,CsaaaaxWgAEfzM7,1,Labrador retriever,0.8848389999999999,True,Chesapeake Bay retriever,0.0575651,True,paintbrush,0.00576608,False
2016-09-15 00:36:55+00:00,776218204058357768,Twitter for iPhone,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,16312,30681,floofer,-,13,10,media,CsWuVEdWcAAqbe9,1,Samoyed,0.940326,True,Pomeranian,0.055527199999999985,True,keeshond,0.00222635,True
2016-09-14 23:30:38+00:00,776201521193218049,Twitter for iPhone,This is O'Malley. That is how he sleeps. Doesn't care what you think about it. 10/10 comfy af https://t.co/Pq150LeRaC,2582,9861,floofer,o'malley,10,10,media,CsWfKadWEAAtmlS,1,Rottweiler,0.502228,True,black-and-tan coonhound,0.154594,True,bloodhound,0.135176,True
2016-09-14 17:40:06+00:00,776113305656188928,Twitter for iPhone,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,4470,12055,pupper,sampson,11,10,media,CsVO7ljW8AAckRD,1,mousetrap,0.777468,False,black widow,0.0939402,False,paddlewheel,0.0174919,False
2016-09-14 16:00:49+00:00,776088319444877312,Twitter for iPhone,I can't tap the screen to make the hearts appear fast enough. 10/10 for the source of all future unproductiveness https://t.co/wOhuABgj6I,156,1888,floofer,-,10,10,media,CsU4NKkW8AUI5eG,3,web site,0.999916,False,pug,7.657020000000001e-05,True,menu,2.16468e-06,False
2016-09-13 23:44:54+00:00,775842724423557120,Twitter for iPhone,This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af https://t.co/saRYTcxQeH,2736,12005,doggo,blue,12,10,media,CsRY1jAWYAUOx55,2,chow,0.520022,True,bath towel,0.0287747,False,French bulldog,0.0259901,True
2016-09-13 16:30:07+00:00,775733305207554048,Twitter for iPhone,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG,4094,14195,doggo,anakin,11,10,media,CsP1UvaW8AExVSA,1,long-horned beetle,0.6138520000000001,False,ox,0.0294728,False,rhinoceros beetle,0.0278061,False
2016-09-13 16:13:44+00:00,775729183532220416,Twitter for iPhone,This girl straight up rejected a guy because he doesn't like dogs. She is my hero and I give her 13/10 https://t.co/J39lT3b0rH,4707,13268,floofer,-,13,10,media,CsPxk85XEAAeMQj,1,web site,0.989407,False,hand-held computer,0.00213902,False,menu,0.00211536,False
2016-09-12 16:05:54+00:00,775364825476165632,Twitter for iPhone,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,3058,7586,doggo,finley,11,10,media,CsKmMB2WAAAXcAy,3,beagle,0.571229,True,Chihuahua,0.175257,True,Pembroke,0.034306300000000005,True
2016-09-11 21:34:30+00:00,775085132600442880,Twitter for iPhone,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,4851,15941,floofer,tucker,13,10,media,CsGnz64WYAEIDHJ,1,chow,0.316565,True,golden retriever,0.241929,True,Pomeranian,0.157524,True
2016-09-10 23:54:11+00:00,774757898236878852,Twitter for iPhone,This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley https://t.co/dS8SCbNF9P,1829,8796,floofer,finley,12,10,media,CsB-MYiXgAEQU20,1,toy poodle,0.7199409999999999,True,miniature poodle,0.251546,True,Lakeland terrier,0.00700838,True
2016-09-10 16:03:16+00:00,774639387460112384,Twitter for iPhone,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,1775,6906,floofer,sprinkles,10,10,media,CsASZqRW8AA3Szw,1,Walker hound,0.6275930000000001,True,basenji,0.128705,True,Ibizan hound,0.126282,True
2016-09-09 18:31:54+00:00,774314403806253056,Twitter for iPhone,I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpfxIH,5667,22306,floofer,so wild,14,10,media,Cr7q1VxWIAA5Nm7,3,Eskimo dog,0.5960449999999999,True,Siberian husky,0.223067,True,Saluki,0.0363247,True
2016-09-08 20:45:53+00:00,773985732834758656,Twitter for iPhone,Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort https://t.co/RFWtDqTnAz,3977,10994,pupper,winnie,11,10,media,Cr2_6R8WAAAUMtc,4,giant panda,0.451149,False,fur coat,0.148001,False,pug,0.10957,True
2016-09-08 16:33:46+00:00,773922284943896577,Twitter for iPhone,"This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular https://t.co/G56ikYAqFg",1792,6549,floofer,"heinrich (pronounced ""pat"")",12,10,media,Cr2GNdlW8AAbojw,1,Pomeranian,0.554331,True,Samoyed,0.432158,True,chow,0.00319942,True
2016-09-08 02:09:06+00:00,773704687002451968,Twitter for iPhone,This is Loki. He knows he's adorable. One ear always pupared. 12/10 would snug in depicted fashion forever https://t.co/OqNggd4Oio,1668,6767,floofer,loki,12,10,media,CrzATQqWAAEHq2t,2,silky terrier,0.324251,True,Yorkshire terrier,0.18121,True,Airedale,0.133436,True
2016-09-07 23:52:41+00:00,773670353721753600,Twitter for iPhone,This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise https://t.co/rA8WUVOLBr,1342,5469,floofer,shakespeare,10,10,media,CryhFC0XEAA9wp_,1,Old English sheepdog,0.969311,True,Maltese dog,0.013243,True,soft-coated wheaten terrier,0.00485731,True
2016-09-07 15:44:53+00:00,773547596996571136,Twitter for iPhone,This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,6332,22639,pupper,chelsea,11,10,media,Crwxb5yWgAAX5P_,1,Norwegian elkhound,0.372202,True,Chesapeake Bay retriever,0.13718699999999998,True,malamute,0.07143619999999999,True
2016-09-06 23:56:05+00:00,773308824254029826,Twitter for iPhone,This is Bungalo. She uses that face to get what she wants. It works unbelievably well. 12/10 would never say no to https://t.co/0Fcft7jl4N,7652,23839,floofer,bungalo,12,10,media,CrtYRMEWIAAUkCl,1,shopping cart,0.572349,False,Labrador retriever,0.151406,True,shopping basket,0.107102,False
2016-09-06 19:52:39+00:00,773247561583001600,Twitter for iPhone,This is Chip. He's a pupholder. Comes with the car. Requires frequent pettings. Shifts for you. 10/10 innovative af https://t.co/hG5WYT9ECn,3322,9667,doggo,chip,10,10,media,Crsgi9dWEAApQd8,1,seat belt,0.713588,False,miniature pinscher,0.08336879999999999,True,Brabancon griffon,0.0756961,True
2016-09-06 16:10:20+00:00,773191612633579521,Twitter for iPhone,This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment https://t.co/9HEVPJEioD,4249,10235,floofer,grey,12,10,media,CrrtqjdXEAINleR,1,Blenheim spaniel,0.427766,True,Shih-Tzu,0.219256,True,Welsh springer spaniel,0.14461400000000002,True
2016-09-05 19:22:09+00:00,772877495989305348,Twitter Web Client,You need to watch these two doggos argue through a cat door. Both 11/10 https://t.co/qEP31epKEV,3976,8765,doggo,-,11,10,ext_tw_video_thumb,772874595468795904,1,tabby,0.218303,False,Norwegian elkhound,0.138523,True,wombat,0.0742172,False
2016-09-05 15:58:34+00:00,772826264096874500,Twitter for iPhone,"Meet Roosevelt. He's preparing for takeoff. Make sure tray tables are in their full pupright &amp; licked position
11/10 https://t.co/7CQkn3gHOQ",2409,8249,floofer,roosevelt,11,10,media,CrmhYYIXEAEcyYY,1,basset,0.915351,True,Walker hound,0.0724159,True,beagle,0.00822894,True
2016-09-04 23:46:12+00:00,772581559778025472,Twitter for iPhone,Guys this is getting so out of hand. We only rate dogs. This is a Galapagos Speed Panda. Pls only send dogs... 10/10 https://t.co/8lpAGaZRFn,1731,6649,floofer,galapagos speed panda,10,10,media,CrjC0JAWAAAjz6n,3,Newfoundland,0.574345,True,Border collie,0.128352,True,Saint Bernard,0.0594755,True
2016-09-03 22:02:38+00:00,772193107915964416,Twitter for iPhone,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 https://t.co/Dp0s7MRIHK,1428,6188,pupper,willem,12,10,media,Crdhh_1XEAAHKHi,1,Pembroke,0.367945,True,Chihuahua,0.223522,True,Pekinese,0.164871,True
2016-09-03 19:23:13+00:00,772152991789019136,Twitter for iPhone,Here's a couple rufferees making sure all the sports are played fairly today. Both 10/10 would bribe with extra pets https://t.co/H9yjI9eo3A,1158,3895,floofer,couple rufferees making sure all the sports are played fairly today,10,10,media,Crc9DEoWEAE7RLH,2,golden retriever,0.275318,True,Irish setter,0.100988,True,vizsla,0.07352489999999999,True
2016-09-03 17:02:54+00:00,772117678702071809,Twitter for iPhone,Meet Jack. He's a Clemson pup. Appears to be rather h*ckin pettable. Almost makes me want to root for Clemson. 12/10 https://t.co/GHOfbTVQti,760,3863,floofer,jack,12,10,media,Crcc7pqXEAAM5O2,1,Labrador retriever,0.217821,True,beagle,0.157677,True,golden retriever,0.127726,True
2016-09-03 16:52:02+00:00,772114945936949249,Twitter for iPhone,This is Finn. He's very nervous for the game. Has a lot of money riding on it.10/10 would attempt to comfort https://t.co/CbtNfecWiT,478,2784,floofer,finn,10,10,media,Crcacf9WgAEcrMh,1,Chihuahua,0.803293,True,toy terrier,0.052979999999999985,True,Italian greyhound,0.0372388,True
2016-09-03 16:04:27+00:00,772102971039580160,Twitter for iPhone,This is Penny. She's an OU cheerleader. About to do a triple back handspring down the stairs. 11/10 hype af https://t.co/B2f3XkGU5c,957,4095,floofer,penny,11,10,media,CrcPjh0WcAA_SPT,1,Pembroke,0.54178,True,Cardigan,0.260504,True,Shetland sheepdog,0.0637031,True
2016-09-02 18:03:10+00:00,771770456517009408,Twitter for iPhone,This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,3472,12281,floofer,davey,11,10,media,CrXhIqBW8AA6Bse,1,papillon,0.53318,True,collie,0.192031,True,Border collie,0.121626,True
2016-09-02 00:12:18+00:00,771500966810099713,Twitter for iPhone,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back https://t.co/1tWe5zZoHv,2669,8451,floofer,dakota,12,10,media,CrTsCPHWYAANdzC,1,Labrador retriever,0.833952,True,golden retriever,0.103223,True,soccer ball,0.0120939,False
2016-09-01 16:14:48+00:00,771380798096281600,Twitter for iPhone,Meet Fizz. She thinks love is a social construct consisting solely of ideals perpetuated by mass media 11/10 woke af https://t.co/sPB5JMnWBn,5211,10736,floofer,fizz,11,10,media,CrR-vVfXEAAk6Gg,1,collie,0.503728,True,Border collie,0.450944,True,English springer,0.0126928,True
2016-09-01 00:04:38+00:00,771136648247640064,Twitter for iPhone,This is Dixie. She wants to be a ship captain. Won't let anything get in between her and her dreams. 11/10 https://t.co/8VEDZKHddR,2991,9369,floofer,dixie,11,10,media,CrOgsIBWYAA8Dtb,1,bathtub,0.36866,False,golden retriever,0.297402,True,tub,0.201711,False
2016-08-31 21:47:27+00:00,771102124360998913,Twitter for iPhone,This is Charlie. He works for @TODAYshow. Super sneaky tongue slip here. 12/10 would pet until someone made me stop https://t.co/K5Jo7QRCvA,1473,6382,floofer,charlie,12,10,media,CrOBSfgXgAABsTE,1,Labrador retriever,0.568789,True,pug,0.179918,True,Staffordshire bullterrier,0.0344374,True
2016-08-31 15:58:28+00:00,771014301343748096,Twitter for iPhone,Another pic without a dog in it? What am I supposed to do? Rate the carpet? Fine I will. 7/10 looks adequately comfy https://t.co/OJZQ6I4gGd,1690,7048,floofer,-,7,10,media,CrMxZzgWIAQUxzx,1,meerkat,0.202335,False,doormat,0.11179,False,macaque,0.0889253,False
2016-08-31 00:58:39+00:00,770787852854652928,Twitter for iPhone,This is Winston. His tongue has gone rogue. Doing him quite a frighten. 10/10 hang in there Winston https://t.co/d0QEbp78Yi,1232,5048,floofer,winston,10,10,media,CrJjdZmXgAEWLSD,1,Bernese mountain dog,0.787812,True,Greater Swiss Mountain dog,0.163946,True,EntleBucher,0.020293400000000003,True
2016-08-30 23:58:40+00:00,770772759874076672,Twitter for iPhone,This is Sebastian. He's super h*ckin fluffy. That's really all you need to know. 11/10 would snug intensely https://t.co/lqr0NdtwQo,1451,5299,floofer,sebastian,11,10,media,CrJVupHXgAA4Dkk,1,chow,0.979515,True,golden retriever,0.0102187,True,Pomeranian,0.00460604,True
2016-08-30 16:11:18+00:00,770655142660169732,Twitter for iPhone,We only rate dogs. Pls stop sending in non-canines like this Arctic Floof Kangaroo. This is very frustrating. 11/10 https://t.co/qlUDuPoE3d,1800,7497,floofer,very frustrating,11,10,media,CrHqwjWXgAAgJSe,1,Madagascar cat,0.494803,False,skunk,0.161184,False,paper towel,0.0915715,False
2016-08-30 00:14:12+00:00,770414278348247044,Twitter for iPhone,Meet Al Cabone. He's a gangsta puppa. Rather h*ckin ruthless. Shows no mercy sometimes. 11/10 pet w extreme caution https://t.co/OUwWbEKOUV,2145,6463,floofer,al cabone,11,10,media,CrEPsfWXEAAKvem,1,maillot,0.5805279999999999,False,maillot,0.08144889999999999,False,golden retriever,0.0535696,True
2016-08-29 16:14:30+00:00,770293558247038976,Twitter for iPhone,This is Jackson. There's nothing abnormal about him. Just your average really good dog. 10/10 https://t.co/3fEPpj0KYw,1516,6394,floofer,jackson,10,10,media,CrCh5RgW8AAXW4U,1,Italian greyhound,0.931668,True,Mexican hairless,0.0388962,True,whippet,0.0131514,True
2016-08-29 01:22:47+00:00,770069151037685760,Twitter for iPhone,Say hello to Carbon. This is his first time swimming. He's having a h*ckin blast. 10/10 we should all be this happy https://t.co/mADHGenzFS,2349,7753,floofer,his first time swimming,10,10,media,Cq_Vy9KWcAIUIuv,1,Boston bull,0.414965,True,American Staffordshire terrier,0.286985,True,Staffordshire bullterrier,0.11497,True
2016-08-28 16:51:16+00:00,769940425801170949,Twitter for iPhone,This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob https://t.co/guDkLrX8zV,9791,32084,floofer,klein,12,10,media,Cq9guJ5WgAADfpF,1,miniature pinscher,0.796313,True,Chihuahua,0.15541300000000002,True,Staffordshire bullterrier,0.0309433,True
2016-08-28 00:37:54+00:00,769695466921623552,Twitter for iPhone,This is Titan. He's trying to make friends. Offering up his favorite stick. 13/10 philanthropic af https://t.co/vhrkz0dK4v,1706,6547,floofer,titan,13,10,media,Cq6B8V6XYAA1T1R,1,pug,0.407117,True,muzzle,0.165638,False,kuvasz,0.0458372,True
2016-08-26 16:37:54+00:00,769212283578875904,Twitter for iPhone,This is DonDon. He's way up but doesn't feel blessed. Rather uncomfortable actually. 12/10 I'll save you DonDon https://t.co/OCYLz3fjVE,1763,5525,floofer,dondon,12,10,media,CqzKfQgXEAAWIY-,1,golden retriever,0.16653800000000002,True,Pekinese,0.148215,True,cocker spaniel,0.0827351,True
2016-08-26 00:38:52+00:00,768970937022709760,Twitter Web Client,This is Kirby. His bowl weighs more than him. 12/10 would assist https://t.co/UlB2mzw3Xs,6663,14712,floofer,kirby,12,10,ext_tw_video_thumb,768967618174877700,1,Pomeranian,0.182358,True,golden retriever,0.110658,True,mousetrap,0.08639889999999999,False
2016-08-25 16:58:45+00:00,768855141948723200,Twitter for iPhone,This is Jesse. He really wants a belly rub. Will be as cute as possible to achieve that goal. 11/10 https://t.co/1BxxcdVNJ8,907,4292,floofer,jesse,11,10,media,CquFrCKWAAAr32m,1,chow,0.7202189999999999,True,Brabancon griffon,0.0583653,True,Rottweiler,0.0551135,True
2016-08-25 00:43:02+00:00,768609597686943744,Twitter for iPhone,This is Lou. His sweater is too small and he already cut the tags off. Very very churlish. 10/10 would still pet https://t.co/dZPMLresEr,1231,4214,pupper,lou,10,10,media,CqqmWa7WcAAIM-n,1,basenji,0.183283,True,Italian greyhound,0.136012,True,whippet,0.0601299,True
2016-08-24 23:50:10+00:00,768596291618299904,Twitter for iPhone,Say hello to Oakley and Charlie. They're convinced that they each have their own stick. Nobody tell them. Both 12/10 https://t.co/J2AJdyxglH,1313,5154,floofer,-,12,10,media,CqqaPjqWIAAOyNL,1,Great Pyrenees,0.729745,True,golden retriever,0.237961,True,Labrador retriever,0.0209033,True
2016-08-24 15:43:39+00:00,768473857036525572,Twitter for iPhone,Meet Chevy. He had a late breakfast and now has to choose between a late lunch or an early dinner. 11/10 very pupset https://t.co/goy9053wC7,3509,13928,floofer,chevy,11,10,media,Cqoq5PGWAAA-U8T,1,Labrador retriever,0.73917,True,Chesapeake Bay retriever,0.246488,True,kelpie,0.00689234,True
2016-08-23 21:09:14+00:00,768193404517830656,Twitter for iPhone,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 https://t.co/WmczvjCWJq,3638,11119,doggo,gerald,8,10,media,Cqkr0wiW8AAn2Oi,1,lion,0.396984,False,ram,0.30085100000000004,False,cheetah,0.094474,False
2016-08-23 00:40:31+00:00,767884188863397888,Twitter for iPhone,This is Tito. He's on the lookout. Nobody knows for what. 10/10 https://t.co/Qai481H6RA,1416,4847,floofer,tito,10,10,media,CqgSl4DWcAA-x-o,3,coral reef,0.32774000000000003,False,cliff,0.157182,False,lakeside,0.0488096,False
2016-08-22 16:06:54+00:00,767754930266464257,Twitter for iPhone,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb68IsVb9O,5502,16349,floofer,philbert,11,10,media,CqedCQWWgAIab9L,1,vizsla,0.307794,True,fountain,0.14218499999999998,False,Chesapeake Bay retriever,0.113903,True
2016-08-21 23:15:55+00:00,767500508068192258,Twitter for iPhone,This is Louie. He's making quite a h*ckin mess. Doesn't seem to care. 12/10 jubilant af https://t.co/Z2g2YWPzX2,2389,7649,floofer,louie,12,10,media,Cqa1ofnXEAAG0yn,1,chow,0.483228,True,golden retriever,0.16506300000000002,True,Norfolk terrier,0.0601729,True
2016-08-21 02:47:37+00:00,767191397493538821,Twitter for iPhone,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo https://t.co/QOKZdus9TT,3859,12548,doggo,-,13,10,media,CqWcgcqWcAI43jm,1,patio,0.708665,False,boathouse,0.110056,False,pier,0.039532300000000006,False
2016-08-20 22:12:29+00:00,767122157629476866,Twitter for iPhone,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10 https://t.co/IEARC2sRzC,2920,10384,floofer,rupert,13,10,media,CqVdiBJWIAEDZB4,2,toy poodle,0.873841,True,miniature poodle,0.0591918,True,Irish terrier,0.035306,True
2016-08-20 00:26:19+00:00,766793450729734144,Twitter for iPhone,This is Rufus. He just missed out on the 100m final at Rio. Already training hard for Tokyo. 10/10 never give pup https://t.co/exrRjjJqeO,1383,5179,floofer,rufus,10,10,media,CqQykxrWYAAlD8g,1,beagle,0.451697,True,basset,0.197513,True,bloodhound,0.07269860000000003,True
2016-08-19 17:47:52+00:00,766693177336135680,Twitter for iPhone,This is Brudge. He's a Doberdog. Going to be h*ckin massive one day. 11/10 would pat on head approvingly https://t.co/cTlHjEUNK8,813,4102,floofer,brudge,11,10,media,CqPXYLLXEAAU2HC,1,Doberman,0.948355,True,vizsla,0.015031999999999997,True,Rhodesian ridgeback,0.00963084,True
2016-08-18 23:55:18+00:00,766423258543644672,Twitter for iPhone,This is Shadoe. Her tongue flies out of her mouth at random. Can't have a serious conversation with her. 9/10 https://t.co/Tytt15VquG,1630,6143,floofer,shadoe,9,10,media,CqLh4yJWcAAHomv,2,keeshond,0.995823,True,Pomeranian,0.00389721,True,Norwegian elkhound,0.000253109,True
